Classifier|stop_words|min_df|max_df|use_tfid|binary|ngram_range|emoji|sentiment|Accuracy
LinearSVC |None|1|1.0|False|False|(1, 2)|False|False|0.7791777188328912
LinearSVC |None|0.05|0.5|False|False|(1, 2)|False|False|0.5147546419098143
LinearSVC |None|0.05|0.7|False|False|(1, 2)|False|False|0.5147546419098143
LinearSVC |None|0.11|0.8|False|False|(1, 2)|False|False|0.501657824933687
LinearSVC |None|1|1.0|True|False|(1, 2)|False|False|0.7894562334217506
LinearSVC |None|1|1.0|True|True|(1, 2)|False|False|0.790948275862069
LinearSVC |english|1|1.0|False|False|(1, 2)|False|False|0.7501657824933687
LinearSVC |english|0.05|0.5|False|False|(1, 2)|False|False|0.506631299734748
LinearSVC |english|0.05|0.7|False|False|(1, 2)|False|False|0.506631299734748
LinearSVC |english|1|1.0|True|False|(1, 2)|False|False|0.7577917771883289
LinearSVC |english|1|1.0|True|True|(1, 2)|False|False|0.7625994694960212
SVC|None|1|1.0|False|False|(1, 1)|False|False|0.7357427055702918
SVC|None|0.05|0.5|False|False|(1, 1)|False|False|0.5062997347480106
SVC|None|0.05|0.7|False|False|(1, 1)|False|False|0.5062997347480106
SVC|None|0.1|0.8|False|False|(1, 1)|False|False|0.49452917771883287
SVC|None|1|1.0|True|False|(1, 1)|False|False|0.6077586206896551
SVC|None|1|1.0|True|True|(1, 1)|False|False|0.616710875331565
SVC|english|1|1.0|False|False|(1, 1)|False|False|0.7209880636604774
SVC|english|0.05|0.5|False|False|(1, 1)|False|False|0.5034814323607427
SVC|english|0.05|0.7|False|False|(1, 1)|False|False|0.5034814323607427
SVC|english|1|1.0|True|False|(1, 1)|False|False|0.6157161803713528
SVC|english|1|1.0|True|True|(1, 1)|False|False|0.6253315649867374
SVC|None|1|1.0|False|False|(1, 2)|False|False|0.7644230769230769
SVC|None|0.05|0.5|False|False|(1, 2)|False|False|0.5062997347480106
SVC|None|0.05|0.7|False|False|(1, 2)|False|False|0.5062997347480106
SVC|None|0.1|0.8|False|False|(1, 2)|False|False|0.49452917771883287
SVC|None|1|1.0|True|False|(1, 2)|False|False|0.5202254641909815
SVC|None|1|1.0|True|True|(1, 2)|False|False|0.5024867374005305
SVC|english|1|1.0|False|False|(1, 2)|False|False|0.7319297082228117
SVC|english|0.05|0.5|False|False|(1, 2)|False|False|0.5034814323607427
SVC|english|0.05|0.7|False|False|(1, 2)|False|False|0.5034814323607427
SVC|english|1|1.0|True|False|(1, 2)|False|False|0.5412798408488063
SVC|english|1|1.0|True|True|(1, 2)|False|False|0.5235411140583555
SVC|None|1|1.0|False|False|(1, 1)|False|False|0.4925397877984085
SVC|None|0.05|0.5|False|False|(1, 1)|False|False|0.4930371352785146
SVC|None|0.05|0.7|False|False|(1, 1)|False|False|0.4930371352785146
SVC|None|0.1|0.8|False|False|(1, 1)|False|False|0.4925397877984085
SVC|None|1|1.0|True|False|(1, 1)|False|False|0.4925397877984085
SVC|None|1|1.0|True|True|(1, 1)|False|False|0.4925397877984085
SVC|english|1|1.0|False|False|(1, 1)|False|False|0.4925397877984085
SVC|english|0.05|0.5|False|False|(1, 1)|False|False|0.5021551724137931
SVC|english|0.05|0.7|False|False|(1, 1)|False|False|0.5021551724137931
SVC|english|1|1.0|True|False|(1, 1)|False|False|0.4925397877984085
SVC|english|1|1.0|True|True|(1, 1)|False|False|0.4925397877984085
SVC|None|1|1.0|False|False|(1, 2)|False|False|0.4925397877984085
SVC|None|0.05|0.5|False|False|(1, 2)|False|False|0.4930371352785146
SVC|None|0.05|0.7|False|False|(1, 2)|False|False|0.4930371352785146
SVC|None|0.1|0.8|False|False|(1, 2)|False|False|0.4925397877984085
SVC|None|1|1.0|True|False|(1, 2)|False|False|0.4925397877984085
SVC|None|1|1.0|True|True|(1, 2)|False|False|0.4925397877984085
SVC|english|1|1.0|False|False|(1, 2)|False|False|0.4925397877984085
SVC|english|0.05|0.5|False|False|(1, 2)|False|False|0.5021551724137931
SVC|english|0.05|0.7|False|False|(1, 2)|False|False|0.5021551724137931
SVC|english|1|1.0|True|False|(1, 2)|False|False|0.4925397877984085
SVC|english|1|1.0|True|True|(1, 2)|False|False|0.4925397877984085
LinearSVC |None|1|1.0|True|False|(1, 2)|True|True|0.8270888594164456
LinearSVC |None|1|1.0|True|True|(1, 2)|True|True|0.8292440318302388
LogisticRegression|None|1|1.0|False|False|(1, 2)|True|True|0.8244363395225465
LogisticRegression|None|1|1.0|False|False|(1, 1)|True|True|0.8080238726790451
SGD |None|1|1.0|False|False|(1, 2)|True|True|0.8305702917771883
SGD |None|1|1.0|True|True|(1, 2)|True|True|0.8277519893899205
